id:ID,name,简称,变速箱类型
1531,变速箱,,
1532,变速箱,7挡双离合,
1533,变速箱,,自动变速箱(AT)
1534,变速箱,,手动变速箱(MT)
1535,变速箱,,
1536,变速箱,,
1537,变速箱,,手动变速箱(MT)
1538,变速箱,7挡双离合,
1539,变速箱,,手动变速箱(MT)
1540,变速箱,6挡手动,
1541,变速箱,,自动变速箱(AT)
1542,变速箱,电动车单速变速箱,
1543,变速箱,7挡双离合,
1544,变速箱,,
1545,变速箱,,手动变速箱(MT)
1546,变速箱,,手动变速箱(MT)
1547,变速箱,,
1548,变速箱,,
1549,变速箱,,手动变速箱(MT)
1550,变速箱,,手动变速箱(MT)
1551,变速箱,,
1552,变速箱,,手动变速箱(MT)
1553,变速箱,,机械式自动变速箱(AMT)
1554,变速箱,,手动变速箱(MT)
1555,变速箱,,自动变速箱(AT)
1556,变速箱,,手动变速箱(MT)
1557,变速箱,6挡手动,
1558,变速箱,,自动变速箱(AT)
1559,变速箱,,
1560,变速箱,,自动变速箱(AT)
1561,变速箱,6挡手自一体,
1562,变速箱,,自动变速箱(AT)
1563,变速箱,,手动变速箱(MT)
1564,变速箱,,自动变速箱(AT)
1565,变速箱,,固定齿比变速箱
1566,变速箱,,自动变速箱(AT)
1567,变速箱,,手动变速箱(MT)
1568,变速箱,,机械式自动变速箱(AMT)
1569,变速箱,,手动变速箱(MT)
1570,变速箱,,自动变速箱(AT)
1571,变速箱,6挡手自一体,
1572,变速箱,,手动变速箱(MT)
1573,变速箱,AMT（组合10挡）,
1574,变速箱,,机械式自动变速箱(AMT)
1575,变速箱,,自动变速箱(AT)
1576,变速箱,,固定齿比变速箱
1577,变速箱,8挡手自一体,
1578,变速箱,,自动变速箱(AT)
1579,变速箱,,手动变速箱(MT)
1580,变速箱,,手动变速箱(MT)
1581,变速箱,,手动变速箱(MT)
1582,变速箱,8挡手自一体,
1583,变速箱,,机械式自动变速箱(AMT)
1584,变速箱,,
1585,变速箱,,手动变速箱(MT)
1586,变速箱,,手动变速箱(MT)
1587,变速箱,,
1588,变速箱,AMT（组合10挡）,
1589,变速箱,,机械式自动变速箱(AMT)
1590,变速箱,,手动变速箱(MT)
1591,变速箱,6挡手动,
1592,变速箱,8挡手自一体,
1593,变速箱,6挡手动,
1594,变速箱,,手动变速箱(MT)
1595,变速箱,,
1596,变速箱,,自动变速箱(AT)
1597,变速箱,,自动变速箱(AT)
1598,变速箱,电动车单速变速箱,
1599,变速箱,6挡手动,
1600,变速箱,,手动变速箱(MT)
1601,变速箱,6挡手自一体,
1602,变速箱,8挡手自一体,
1603,变速箱,,机械式自动变速箱(AMT)
1604,变速箱,6挡手自一体,
1605,变速箱,,机械式自动变速箱(AMT)
1606,变速箱,,机械式自动变速箱(AMT)
1607,变速箱,6挡手自一体,
1608,变速箱,,自动变速箱(AT)
1609,变速箱,7挡双离合,
1610,变速箱,,手动变速箱(MT)
1611,变速箱,,机械式自动变速箱(AMT)
1612,变速箱,,手动变速箱(MT)
1613,变速箱,电动车单速变速箱,
1614,变速箱,,手动变速箱(MT)
1615,变速箱,电动车单速变速箱,
1616,变速箱,6挡手自一体,
1617,变速箱,6挡手动,
1618,变速箱,8挡手自一体,
1619,变速箱,,自动变速箱(AT)
1620,变速箱,,自动变速箱(AT)
1621,变速箱,,
1622,变速箱,电动车单速变速箱,
1623,变速箱,,手动变速箱(MT)
1624,变速箱,7挡双离合,
1625,变速箱,,手动变速箱(MT)
1626,变速箱,,手动变速箱(MT)
1627,变速箱,,机械式自动变速箱(AMT)
1628,变速箱,,手动变速箱(MT)
1629,变速箱,AMT（组合10挡）,
1630,变速箱,,自动变速箱(AT)
1631,变速箱,,手动变速箱(MT)
1632,变速箱,,机械式自动变速箱(AMT)
1633,变速箱,,手动变速箱(MT)
1634,变速箱,,手动变速箱(MT)
1635,变速箱,,固定齿比变速箱
1636,变速箱,,自动变速箱(AT)
1637,变速箱,,机械式自动变速箱(AMT)
1638,变速箱,,自动变速箱(AT)
1639,变速箱,,手动变速箱(MT)
1640,变速箱,,
1641,变速箱,7挡双离合,
1642,变速箱,,手动变速箱(MT)
1643,变速箱,,手动变速箱(MT)
1644,变速箱,,手动变速箱(MT)
1645,变速箱,,机械式自动变速箱(AMT)
1646,变速箱,,手动变速箱(MT)
1647,变速箱,,
1648,变速箱,,自动变速箱(AT)
1649,变速箱,,手动变速箱(MT)
1650,变速箱,,自动变速箱(AT)
1651,变速箱,,手动变速箱(MT)
1652,变速箱,,手动变速箱(MT)
1653,变速箱,8挡手自一体,
1654,变速箱,,手动变速箱(MT)
1655,变速箱,,手动变速箱(MT)
1656,变速箱,,自动变速箱(AT)
1657,变速箱,,
1658,变速箱,电动车单速变速箱,
1659,变速箱,,手动变速箱(MT)
1660,变速箱,,手动变速箱(MT)
1661,变速箱,电动车单速变速箱,
1662,变速箱,,手动变速箱(MT)
1663,变速箱,,手动变速箱(MT)
1664,变速箱,,固定齿比变速箱
1665,变速箱,8挡手自一体,
1666,变速箱,AMT（组合10挡）,
1667,变速箱,,固定齿比变速箱
1668,变速箱,,
1669,变速箱,,机械式自动变速箱(AMT)
1670,变速箱,,
1671,变速箱,,手动变速箱(MT)
1672,变速箱,,手动变速箱(MT)
1673,变速箱,,手动变速箱(MT)
1674,变速箱,8挡手自一体,
1675,变速箱,AMT（组合10挡）,
1676,变速箱,,手动变速箱(MT)
1677,变速箱,,机械式自动变速箱(AMT)
1678,变速箱,,手动变速箱(MT)
1679,变速箱,7挡双离合,
1680,变速箱,,自动变速箱(AT)
1681,变速箱,6挡手动,
1682,变速箱,,机械式自动变速箱(AMT)
1683,变速箱,,自动变速箱(AT)
1684,变速箱,,自动变速箱(AT)
1685,变速箱,,
1686,变速箱,,手动变速箱(MT)
1687,变速箱,,手动变速箱(MT)
1688,变速箱,,手动变速箱(MT)
1689,变速箱,,手动变速箱(MT)
1690,变速箱,,手动变速箱(MT)
1691,变速箱,,固定齿比变速箱
1692,变速箱,,机械式自动变速箱(AMT)
1693,变速箱,7挡双离合,
1694,变速箱,电动车单速变速箱,
1695,变速箱,,
1696,变速箱,,
1697,变速箱,,手动变速箱(MT)
1698,变速箱,,手动变速箱(MT)
1699,变速箱,,机械式自动变速箱(AMT)
1700,变速箱,,固定齿比变速箱
1701,变速箱,,手动变速箱(MT)
1702,变速箱,8挡手自一体,
1703,变速箱,,手动变速箱(MT)
1704,变速箱,6挡手动,
1705,变速箱,,手动变速箱(MT)
1706,变速箱,,自动变速箱(AT)
1707,变速箱,,自动变速箱(AT)
1708,变速箱,,自动变速箱(AT)
1709,变速箱,,自动变速箱(AT)
1710,变速箱,,手动变速箱(MT)
1711,变速箱,,自动变速箱(AT)
1712,变速箱,,
1713,变速箱,,
1714,变速箱,,手动变速箱(MT)
1715,变速箱,,固定齿比变速箱
1716,变速箱,电动车单速变速箱,
1717,变速箱,,手动变速箱(MT)
1718,变速箱,,
1719,变速箱,,手动变速箱(MT)
1720,变速箱,,
1721,变速箱,8挡手自一体,
1722,变速箱,,固定齿比变速箱
1723,变速箱,,手动变速箱(MT)
1724,变速箱,6挡手自一体,
1725,变速箱,,机械式自动变速箱(AMT)
1726,变速箱,,
1727,变速箱,,
1728,变速箱,6挡手动,
1729,变速箱,,自动变速箱(AT)
1730,变速箱,7挡双离合,
1731,变速箱,,自动变速箱(AT)
1732,变速箱,,
1733,变速箱,6挡手动,
1734,变速箱,6挡手动,
1735,变速箱,,自动变速箱(AT)
1736,变速箱,,自动变速箱(AT)
1737,变速箱,6挡手动,
1738,变速箱,,手动变速箱(MT)
1739,变速箱,,手动变速箱(MT)
1740,变速箱,,固定齿比变速箱
1741,变速箱,,手动变速箱(MT)
1742,变速箱,,自动变速箱(AT)
1743,变速箱,,
1744,变速箱,6挡手动,
1745,变速箱,,自动变速箱(AT)
1746,变速箱,,自动变速箱(AT)
1747,变速箱,,机械式自动变速箱(AMT)
1748,变速箱,,固定齿比变速箱
1749,变速箱,,手动变速箱(MT)
1750,变速箱,,自动变速箱(AT)
1751,变速箱,,机械式自动变速箱(AMT)
1752,变速箱,,手动变速箱(MT)
1753,变速箱,,
1754,变速箱,,手动变速箱(MT)
1755,变速箱,,机械式自动变速箱(AMT)
1756,变速箱,,手动变速箱(MT)
1757,变速箱,,自动变速箱(AT)
1758,变速箱,,手动变速箱(MT)
1759,变速箱,,手动变速箱(MT)
1760,变速箱,电动车单速变速箱,
1761,变速箱,,手动变速箱(MT)
1762,变速箱,,自动变速箱(AT)
1763,变速箱,8挡手自一体,
1764,变速箱,,
1765,变速箱,6挡手自一体,
1766,变速箱,7挡双离合,
1767,变速箱,,手动变速箱(MT)
1768,变速箱,,手动变速箱(MT)
1769,变速箱,,自动变速箱(AT)
1770,变速箱,,固定齿比变速箱
1771,变速箱,,自动变速箱(AT)
1772,变速箱,,自动变速箱(AT)
1773,变速箱,,手动变速箱(MT)
1774,变速箱,,自动变速箱(AT)
1775,变速箱,AMT（组合10挡）,
1776,变速箱,,手动变速箱(MT)
1777,变速箱,,机械式自动变速箱(AMT)
1778,变速箱,,
1779,变速箱,,固定齿比变速箱
1780,变速箱,,
1781,变速箱,,手动变速箱(MT)
1782,变速箱,,手动变速箱(MT)
1783,变速箱,,机械式自动变速箱(AMT)
1784,变速箱,,
1785,变速箱,,机械式自动变速箱(AMT)
1786,变速箱,,手动变速箱(MT)
1787,变速箱,,手动变速箱(MT)
1788,变速箱,,手动变速箱(MT)
1789,变速箱,,手动变速箱(MT)
1790,变速箱,7挡双离合,
1791,变速箱,,手动变速箱(MT)
1792,变速箱,,
1793,变速箱,,
1794,变速箱,,固定齿比变速箱
1795,变速箱,,固定齿比变速箱
1796,变速箱,,手动变速箱(MT)
1797,变速箱,,固定齿比变速箱
1798,变速箱,,自动变速箱(AT)
1799,变速箱,7挡双离合,
1800,变速箱,电动车单速变速箱,
1801,变速箱,,手动变速箱(MT)
1802,变速箱,,手动变速箱(MT)
1803,变速箱,8挡手自一体,
1804,变速箱,,手动变速箱(MT)
1805,变速箱,7挡双离合,
1806,变速箱,,手动变速箱(MT)
1807,变速箱,,
1808,变速箱,,手动变速箱(MT)
1809,变速箱,8挡手自一体,
1810,变速箱,,自动变速箱(AT)
1811,变速箱,,手动变速箱(MT)
1812,变速箱,,自动变速箱(AT)
1813,变速箱,,手动变速箱(MT)
1814,变速箱,电动车单速变速箱,
1815,变速箱,,手动变速箱(MT)
1816,变速箱,,手动变速箱(MT)
1817,变速箱,,手动变速箱(MT)
1818,变速箱,,自动变速箱(AT)
1819,变速箱,,手动变速箱(MT)
1820,变速箱,,固定齿比变速箱
1821,变速箱,,手动变速箱(MT)
1822,变速箱,,手动变速箱(MT)
1823,变速箱,6挡手自一体,
1824,变速箱,,手动变速箱(MT)
1825,变速箱,,机械式自动变速箱(AMT)
1826,变速箱,6挡手动,
1827,变速箱,,
1828,变速箱,,自动变速箱(AT)
1829,变速箱,电动车单速变速箱,
1830,变速箱,,手动变速箱(MT)
1831,变速箱,,自动变速箱(AT)
1832,变速箱,,自动变速箱(AT)
1833,变速箱,,手动变速箱(MT)
1834,变速箱,,机械式自动变速箱(AMT)
1835,变速箱,,自动变速箱(AT)
1836,变速箱,6挡手动,
1837,变速箱,,机械式自动变速箱(AMT)
1838,变速箱,,手动变速箱(MT)
1839,变速箱,,机械式自动变速箱(AMT)
1840,变速箱,,固定齿比变速箱
1841,变速箱,,
1842,变速箱,,自动变速箱(AT)
1843,变速箱,,手动变速箱(MT)
1844,变速箱,,手动变速箱(MT)
1845,变速箱,,机械式自动变速箱(AMT)
1846,变速箱,,机械式自动变速箱(AMT)
1847,变速箱,,
1848,变速箱,,手动变速箱(MT)
1849,变速箱,,手动变速箱(MT)
1850,变速箱,,手动变速箱(MT)
1851,变速箱,,手动变速箱(MT)
1852,变速箱,,手动变速箱(MT)
1853,变速箱,,
1854,变速箱,,机械式自动变速箱(AMT)
1855,变速箱,,自动变速箱(AT)
1856,变速箱,,自动变速箱(AT)
1857,变速箱,电动车单速变速箱,
1858,变速箱,,手动变速箱(MT)
1859,变速箱,,手动变速箱(MT)
1860,变速箱,,手动变速箱(MT)
1861,变速箱,6挡手自一体,
1862,变速箱,电动车单速变速箱,
1863,变速箱,,机械式自动变速箱(AMT)
1864,变速箱,,
1865,变速箱,,
1866,变速箱,,固定齿比变速箱
1867,变速箱,,自动变速箱(AT)
1868,变速箱,,自动变速箱(AT)
1869,变速箱,8挡手自一体,
1870,变速箱,,手动变速箱(MT)
1871,变速箱,,手动变速箱(MT)
1872,变速箱,,手动变速箱(MT)
1873,变速箱,6挡手自一体,
1874,变速箱,,自动变速箱(AT)
1875,变速箱,,手动变速箱(MT)
1876,变速箱,,手动变速箱(MT)
1877,变速箱,,机械式自动变速箱(AMT)
1878,变速箱,,手动变速箱(MT)
1879,变速箱,,
1880,变速箱,,手动变速箱(MT)
1881,变速箱,,
1882,变速箱,,手动变速箱(MT)
1883,变速箱,,
1884,变速箱,,自动变速箱(AT)
1885,变速箱,,手动变速箱(MT)
1886,变速箱,8挡手自一体,
1887,变速箱,,手动变速箱(MT)
1888,变速箱,8挡手自一体,
1889,变速箱,,机械式自动变速箱(AMT)
1890,变速箱,6挡手自一体,
1891,变速箱,,手动变速箱(MT)
1892,变速箱,,手动变速箱(MT)
1893,变速箱,,手动变速箱(MT)
1894,变速箱,,手动变速箱(MT)
1895,变速箱,,手动变速箱(MT)
1896,变速箱,,手动变速箱(MT)
1897,变速箱,,手动变速箱(MT)
1898,变速箱,,机械式自动变速箱(AMT)
1899,变速箱,,自动变速箱(AT)
1900,变速箱,,手动变速箱(MT)
1901,变速箱,,手动变速箱(MT)
1902,变速箱,,手动变速箱(MT)
1903,变速箱,,手动变速箱(MT)
1904,变速箱,,自动变速箱(AT)
1905,变速箱,,手动变速箱(MT)
1906,变速箱,,
1907,变速箱,,自动变速箱(AT)
1908,变速箱,,
1909,变速箱,,
1910,变速箱,,
1911,变速箱,,机械式自动变速箱(AMT)
1912,变速箱,,
1913,变速箱,电动车单速变速箱,
1914,变速箱,,手动变速箱(MT)
1915,变速箱,,手动变速箱(MT)
1916,变速箱,,手动变速箱(MT)
1917,变速箱,,自动变速箱(AT)
1918,变速箱,,手动变速箱(MT)
1919,变速箱,,自动变速箱(AT)
1920,变速箱,7挡双离合,
1921,变速箱,7挡双离合,
1922,变速箱,,手动变速箱(MT)
1923,变速箱,,自动变速箱(AT)
1924,变速箱,,自动变速箱(AT)
1925,变速箱,,
1926,变速箱,,手动变速箱(MT)
1927,变速箱,,手动变速箱(MT)
1928,变速箱,,自动变速箱(AT)
1929,变速箱,,手动变速箱(MT)
1930,变速箱,,手动变速箱(MT)
1931,变速箱,,手动变速箱(MT)
1932,变速箱,,手动变速箱(MT)
1933,变速箱,,机械式自动变速箱(AMT)
1934,变速箱,,自动变速箱(AT)
1935,变速箱,,
1936,变速箱,,手动变速箱(MT)
1937,变速箱,,
1938,变速箱,,
1939,变速箱,,
1940,变速箱,7挡双离合,
1941,变速箱,,手动变速箱(MT)
1942,变速箱,,手动变速箱(MT)
1943,变速箱,,手动变速箱(MT)
1944,变速箱,,固定齿比变速箱
1945,变速箱,,手动变速箱(MT)
1946,变速箱,,手动变速箱(MT)
1947,变速箱,,手动变速箱(MT)
1948,变速箱,,机械式自动变速箱(AMT)
1949,变速箱,,固定齿比变速箱
1950,变速箱,,自动变速箱(AT)
